OrderID,Tanggal,Nama Produk,Jumlah,Harga,Harga Unit,Sumber Order,Nama Pelanggan,Nomor WA,Keterangan
ORD100882,2025-06-01 00:00:00,Salad ayam,3,120000,40000,Instagram,Eka Saputra,085511047541,
ORD102010,2025-09-26 00:00:00,NasiBoxAyam,1,25000,25000,WhatsApp,Joko Santoso,084157473384,
ORD102246,2025-06-20 00:00:00,snack box,1,15000,15000,Instagram,Andi Wijaya,088366752545,
ORD101321,2025-04-19 00:00:00,Soup Sayur,5,100000,20000,Instagram,Tono Permana,080103105183,
ORD101995,2025-07-07 00:00:00,Snack box,2,30000,15000,Instagram,Joko Permana,084103697117,
ORD100017,,Snack box,3,45000,15000,WhatsApp,Fajar Pratama,085341928327,
ORD100353,2025-08-27 00:00:00,Snack box,1,25000,25000,Instagram,Eka Wijaya,089933083301,
ORD102050,2025-07-09 00:00:00,Snack Box,1,20000,20000,Instagram,Laras Pratama,082696582710,
ORD101262,2025-05-23 00:00:00,Nasi box vegan,5,150000,30000,Instagram,Eka Putri,086984858333,
ORD100862,2025-09-02 00:00:00,SoupSayur,4,80000,20000,WhatsApp,Ika Saputra,086574374896,
ORD102125,2025-04-11 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Nina Putri,081745961586,
ORD100059,2025-08-30 00:00:00,Salad Ayam,2,70000,35000,Instagram,Ochi Wijaya,080276773592,
ORD101419,2025-09-27 00:00:00,nasi box ayam,1,15000,15000,Instagram,Citra Permana,086783777014,
ORD101727,2025-08-28 00:00:00,Nasi Box Vegan,3,75000,25000,Instagram,Nina Putri,081745961586,
ORD101094,2025-07-06 00:00:00,nasi box ayam,3,45000,15000,WhatsApp,Andi Wicaksono,084466609935,
ORD101725,2025-04-06 00:00:00,SALAD AYAM,2,50000,25000,Instagram,Ochi Wijaya,087099917381,promo code used
ORD100421,2025-04-12 00:00:00,Nasi box ayam,1,25000,25000,WhatsApp,Putu Harto,085054447132,ulang order
ORD101891,2025-06-24 00:00:00,nasi box ayam,3,75000,25000,WhatsApp,Laras Budiyanto,081814124782,
ORD102018,2025-08-02 00:00:00,Soup sayur,1,20000,20000,Instagram,Andi Harto,086184992618,
ORD102304,,NasiBoxAyam,2,50000,25000,Instagram,Andi Budiyanto,082400842710,
ORD100371,2025-09-25 00:00:00,snack box,2,30000,15000,WhatsApp,Gita Kusuma,086907844736,
ORD100388,2025-07-16 00:00:00,Snack Box,1,15000,15000,Instagram,Nina Kusuma,081251778528,
ORD102148,2025-06-22 00:00:00,snack box,2,30000,15000,Instagram,Gita Santoso,083070534578,
ORD100419,2025-08-02 00:00:00,Snack Box,1,15000,15000,WhatsApp,Andi Wicaksono,085626368970,
ORD102460,2025-05-27 00:00:00,Snack Box,4,100000,25000,Instagram,Putu Harto,089894134352,
ORD100937,2025-08-02 00:00:00,Nasi Box Vegan,1,30000,30000,Instagram,Uli Harto,085116868548,
ORD100493,2025-08-28 00:00:00,Nasi box vegan,1,25000,25000,WhatsApp,Eka Putri,086984858333,
ORD100607,,Nasi Box Ayam,5,125000,25000,WhatsApp,Fajar Saputra,089495888794,
ORD102413,2025-05-27 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Fajar Wicaksono,088681447394,
ORD101682,2025-04-01 00:00:00,Salad Ayam,1,30000,30000,Instagram,Gita Kusuma,080053293183,
ORD100427,2025-08-16 00:00:00,Nasi Box Ayam,1,25000,25000,WhatsApp,Andi Wijaya,086608801994,ulang order
ORD101854,2025-05-17 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Laras Wijaya,082694486959,
ORD100304,2025-04-28 00:00:00,Nasi box ayam,1,35000,35000,WhatsApp,Eka Kusuma,081279908811,
ORD101971,,Snack Box,3,45000,15000,Instagram,Joko Wicaksono,088686337524,
ORD101984,2025-06-28 00:00:00,Nasi box vegan,1,30000,30000,Instagram,Tono Permana,081438663227,catatan: pesan khusus
ORD100715,2025-09-08 00:00:00,snack box,1,15000,15000,Instagram,Fajar Santoso,088737530011,
ORD100980,2025-09-27 00:00:00,Soup sayur,1,25000,25000,WhatsApp,Citra Budiyanto,082512868230,
ORD100919,2025-05-11 00:00:00,Nasi Box Ayam,1,35000,35000,Instagram,Maya Permana,086887258874,
ORD100087,2025-08-07 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Laras Wicaksono,081928565431,catatan: pesan khusus
ORD100851,,soup sayur,2,40000,20000,Instagram,Budi Budiyanto,082148628902,
ORD100512,2025-06-20 00:00:00,SoupSayur,3,60000,20000,WhatsApp,Ika Pratama,082577754781,
ORD100109,2025-06-20 00:00:00,Soup Sayur,4,80000,20000,Instagram,Dewi Budiyanto,085156915452,
ORD100679,2025-07-05 00:00:00,Soup sayur,1,20000,20000,WhatsApp,Tono Kusuma,080162720465,
ORD102465,2025-04-20 00:00:00,Nasi box ayam,5,150000,30000,Instagram,Rina Saputra,085719182619,
ORD101661,2025-08-11 00:00:00,SALAD AYAM,2,40000,20000,Instagram,Putu Wijaya,082966667600,
ORD101273,2025-04-13 00:00:00,Salad Ayam,1,35000,35000,Instagram,Tono Wijaya,088033974014,
ORD102410,2025-04-19 00:00:00,nasiboxayam,1,25000,25000,WhatsApp,Sari Wicaksono,088141413975,catatan: pesan khusus
ORD102193,2025-04-24 00:00:00,SoupSayur,4,80000,20000,Instagram,Joko Santoso,081938026206,
ORD101382,2025-08-27 00:00:00,Nasi box ayam,2,60000,30000,Instagram,Joko Wijaya,081739348356,
ORD100661,2025-09-12 00:00:00,Soup sayur,1,20000,20000,WhatsApp,Citra Permana,086111554262,
ORD101840,2025-08-08 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Budi Putri,082901476797,
ORD101495,2025-09-21 00:00:00,Salad Ayam,1,40000,40000,WhatsApp,Hadi Permana,089500479748,
ORD101602,2025-04-21 00:00:00,Salad ayam,1,30000,30000,WhatsApp,Ika Permana,089735989334,
ORD100737,2025-06-16 00:00:00,SALAD AYAM,5,75000,15000,WhatsApp,Eka Permana,081491357759,
ORD102354,2025-07-15 00:00:00,SALAD AYAM,1,15000,15000,WhatsApp,Kiki Kusuma,083752654793,
ORD102410,2025-04-19 00:00:00,NasiBoxAyam,1,25000,25000,WhatsApp,Sari Wicaksono,088141413975,catatan: pesan khusus
ORD102093,2025-04-28 00:00:00,Soup Sayur,3,75000,25000,Instagram,Sari Saputra,083840666580,promo code used
ORD102435,,SoupSayur,3,75000,25000,Instagram,Sari Permana,082060385050,
ORD100678,2025-04-22 00:00:00,Snack box,2,30000,15000,Instagram,Laras Putri,088098851656,
ORD100821,2025-08-17 00:00:00,SALAD AYAM,1,15000,15000,Instagram,Rina Harto,086392086780,
ORD101630,2025-08-15 00:00:00,Snack box,5,100000,20000,Instagram,Ochi Harto,086886239240,
ORD100041,2025-09-24 00:00:00,Soup Sayur,1,25000,25000,WhatsApp,Ochi Harto,087407482175,
ORD102249,2025-08-29 00:00:00,NasiBoxAyam,2,50000,25000,WhatsApp,Hadi Pratama,087790714163,
ORD100212,2025-07-28 00:00:00,Snack box,2,30000,15000,WhatsApp,Laras Kusuma,083327279568,
ORD100771,2025-06-28 00:00:00,Snack Box,3,45000,15000,WhatsApp,Sari Permana,083918785191,
ORD100322,2025-09-13 00:00:00,Salad ayam,1,30000,30000,Instagram,Tono Permana,081034131647,
ORD101635,2025-04-24 00:00:00,Salad ayam,2,60000,30000,WhatsApp,Uli Kusuma,085604661839,
ORD102382,2025-08-29 00:00:00,snack box,1,25000,25000,Instagram,Rina Wijaya,082191361939,
ORD100930,2025-06-02 00:00:00,Nasi Box Ayam,2,60000,30000,WhatsApp,Kiki Kusuma,089706296201,
ORD100978,2025-09-21 00:00:00,snack box,3,60000,20000,Instagram,Maya Permana,081779717751,
ORD100302,2025-04-04 00:00:00,nasi box ayam,2,30000,15000,Instagram,Laras Kusuma,086401658202,
ORD102008,2025-09-24 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Budi Putri,089922809202,
ORD101259,2025-06-09 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Hadi Kusuma,085590599293,
ORD100091,2025-08-07 00:00:00,SALAD AYAM,1,15000,15000,WhatsApp,Joko Santoso,086409097439,
ORD101043,2025-08-28 00:00:00,Nasi box ayam,3,75000,25000,Instagram,Joko Permana,084103697117,
ORD101206,2025-07-21 00:00:00,Salad ayam,1,40000,40000,WhatsApp,Maya Putri,082444721264,
ORD100021,2025-07-11 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Ika Permana,085190669849,
ORD102454,2025-07-04 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Maya Permana,084957885685,
ORD100948,2025-06-15 00:00:00,Nasi Box Vegan,2,50000,25000,Instagram,Laras Putri,088098851656,
ORD101105,2025-07-01 00:00:00,nasi box ayam,1,20000,20000,WhatsApp,Joko Wicaksono,088686337524,promo code used
ORD101577,2025-04-07 00:00:00,NasiBoxAyam,3,90000,30000,Instagram,Sari Permana,083918785191,
ORD100422,2025-09-02 00:00:00,NasiBoxAyam,1,35000,35000,Instagram,Hadi Pratama,082904228421,
ORD101683,2025-05-16 00:00:00,Salad ayam,1,35000,35000,WhatsApp,Andi Harto,086184992618,
ORD101604,2025-04-21 00:00:00,Snack box,2,30000,15000,Instagram,Nina Kusuma,081251778528,
ORD101286,2025-05-06 00:00:00,SoupSayur,3,60000,20000,Instagram,Laras Santoso,085830033542,
ORD100207,2025-05-04 00:00:00,Nasi box ayam,2,60000,30000,Instagram,Sari Santoso,086578759856,
ORD100498,2025-07-02 00:00:00,Soup Sayur,2,50000,25000,WhatsApp,Rina Saputra,085719182619,
ORD100070,2025-06-20 00:00:00,Soup sayur,2,40000,20000,WhatsApp,Fajar Permana,086929298425,
ORD101768,2025-06-22 00:00:00,Nasi Box Ayam,1,30000,30000,WhatsApp,Putu Harto,085054447132,
ORD102425,2025-04-20 00:00:00,nasi box ayam,2,30000,15000,WhatsApp,Citra Wicaksono,085186363745,
ORD102365,2025-07-04 00:00:00,Soup sayur,1,20000,20000,WhatsApp,Ochi Harto,084905814770,catatan: pesan khusus
ORD100020,2025-04-02 00:00:00,Soup sayur,1,20000,20000,Instagram,Kiki Budiyanto,089297500170,
ORD100924,2025-09-26 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Tono Kusuma,087278755886,
ORD101037,2025-06-11 00:00:00,snack box,2,40000,20000,WhatsApp,Laras Wicaksono,089415521667,
ORD100612,2025-05-10 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Andi Wicaksono,082368876767,
ORD101309,2025-05-11 00:00:00,Salad ayam,5,150000,30000,Instagram,Fajar Pratama,083244720999,
ORD100044,2025-04-28 00:00:00,nasi box ayam,2,40000,20000,Instagram,Andi Wicaksono,082368876767,
ORD102457,2025-09-11 00:00:00,Nasi Box Ayam,1,25000,25000,WhatsApp,Laras Kusuma,084078161849,
ORD101938,2025-06-02 00:00:00,Snack box,4,80000,20000,Instagram,Tono Putri,082219693792,
ORD101551,2025-07-21 00:00:00,Salad ayam,1,40000,40000,Instagram,Ika Saputra,088007229034,
ORD101403,2025-07-02 00:00:00,NasiBoxAyam,2,50000,25000,WhatsApp,Citra Permana,086111554262,
ORD100128,2025-08-01 00:00:00,nasi box ayam,1,15000,15000,Instagram,Fajar Pratama,082866929662,
ORD101553,2025-06-08 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Tono Permana,080848872563,
ORD100238,2025-09-02 00:00:00,snack box,2,40000,20000,Instagram,Sari Pratama,086218501631,
ORD100898,,snack box,1,20000,20000,Instagram,Budi Santoso,084711382675,
ORD101096,2025-04-20 00:00:00,Snack box,2,30000,15000,Instagram,Maya Wijaya,082034717545,
ORD100664,2025-06-10 00:00:00,Snack Box,1,15000,15000,Instagram,Citra Wicaksono,085186363745,
ORD100453,2025-09-28 00:00:00,nasi box ayam,1,15000,15000,Instagram,Ika Permana,080098180635,
ORD101389,2025-04-12 00:00:00,SoupSayur,1,20000,20000,Instagram,Uli Kusuma,085866934654,
ORD101912,2025-09-16 00:00:00,Nasi box vegan,4,100000,25000,Instagram,Sari Budiyanto,084506159399,
ORD100686,2025-06-11 00:00:00,snack box,1,20000,20000,WhatsApp,Nina Budiyanto,088615335554,
ORD101019,2025-07-02 00:00:00,Nasi box vegan,5,175000,35000,WhatsApp,Eka Harto,087510799118,
ORD101002,2025-04-29 00:00:00,Nasi box ayam,1,35000,35000,WhatsApp,Ika Saputra,088007229034,
ORD100519,2025-09-27 00:00:00,Snack box,1,15000,15000,WhatsApp,Nina Harto,087436713695,
ORD100177,2025-04-08 00:00:00,Snack box,1,20000,20000,Instagram,Citra Wijaya,080248193466,
ORD101824,2025-04-05 00:00:00,Nasi box ayam,2,70000,35000,Instagram,Fajar Wicaksono,088681447394,
ORD100203,2025-07-08 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Tono Permana,080103105183,
ORD101837,2025-06-07 00:00:00,SALAD AYAM,1,20000,20000,Instagram,Dewi Budiyanto,084498926659,
ORD101365,2025-06-16 00:00:00,Snack box,2,30000,15000,Instagram,Laras Putri,088098851656,catatan: pesan khusus
ORD101587,2025-06-17 00:00:00,SALAD AYAM,1,25000,25000,Instagram,Hadi Kusuma,083769042681,
ORD101129,2025-07-11 00:00:00,Snack Box,1,25000,25000,Instagram,Laras Wijaya,082694486959,
ORD100289,2025-09-22 00:00:00,Salad Ayam,3,90000,30000,Instagram,Kiki Wijaya,084627048281,
ORD100047,2025-04-11 00:00:00,Soup Sayur,1,20000,20000,Instagram,Nina Santoso,084223253672,
ORD100159,2025-06-16 00:00:00,Salad ayam,1,30000,30000,Instagram,Uli Budiyanto,087801573993,promo code used
ORD102322,2025-09-11 00:00:00,Salad ayam,1,30000,30000,Instagram,Putu Wicaksono,082522872808,
ORD101475,2025-04-06 00:00:00,Salad Ayam,1,35000,35000,WhatsApp,Fajar Wicaksono,088742967175,
ORD101195,2025-07-24 00:00:00,SALAD AYAM,1,15000,15000,WhatsApp,Fajar Budiyanto,086990413797,
ORD101567,2025-04-24 00:00:00,Salad Ayam,1,30000,30000,Instagram,Sari Putri,085135346554,
ORD100067,2025-09-11 00:00:00,SoupSayur,1,25000,25000,Instagram,Nina Budiyanto,082223943129,
ORD101709,2025-05-09 00:00:00,SoupSayur,2,50000,25000,WhatsApp,Rina Santoso,088697829221,
ORD101689,2025-05-17 00:00:00,NasiBoxAyam,1,25000,25000,WhatsApp,Hadi Saputra,082266093796,
ORD101980,2025-05-07 00:00:00,snack box,1,25000,25000,Instagram,Joko Wijaya,081739348356,
ORD101959,2025-06-21 00:00:00,snack box,1,20000,20000,WhatsApp,Kiki Wijaya,084627048281,
ORD102438,2025-08-14 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Kiki Kusuma,083752654793,
ORD102113,2025-09-15 00:00:00,snack box,1,15000,15000,Instagram,Joko Santoso,086403910651,
ORD100405,2025-08-10 00:00:00,NasiBoxAyam,2,70000,35000,Instagram,Andi Wicaksono,085626368970,
ORD101303,2025-07-31 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Nina Budiyanto,088615335554,
ORD100285,2025-07-10 00:00:00,SoupSayur,1,20000,20000,Instagram,Budi Kusuma,087289623091,
ORD101754,2025-08-13 00:00:00,nasi box ayam,1,15000,15000,Instagram,Nina Wijaya,088324210249,ulang order
ORD100945,2025-04-09 00:00:00,Nasi box ayam,2,60000,30000,Instagram,Laras Wijaya,082694486959,
ORD102466,2025-06-23 00:00:00,SALAD AYAM,1,15000,15000,Instagram,Tono Permana,088011848955,
ORD101445,2025-04-23 00:00:00,Soup sayur,2,40000,20000,Instagram,Hadi Saputra,082266093796,
ORD101183,2025-06-20 00:00:00,Nasi Box Vegan,1,35000,35000,WhatsApp,Tono Wijaya,088033974014,
ORD101581,2025-05-09 00:00:00,Salad Ayam,1,35000,35000,WhatsApp,Nina Wicaksono,080656272980,
ORD101153,2025-08-20 00:00:00,SoupSayur,3,75000,25000,Instagram,Kiki Saputra,081648408588,
ORD102055,2025-05-23 00:00:00,Soup Sayur,1,20000,20000,Instagram,Eka Wijaya,083568044206,
ORD101798,2025-06-05 00:00:00,Nasi box ayam,1,35000,35000,Instagram,Dewi Santoso,086903311907,
ORD101953,2025-07-04 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Fajar Santoso,088737530011,
ORD100666,2025-08-29 00:00:00,Nasi Box Ayam,5,175000,35000,Instagram,Laras Pratama,082312432921,
ORD100251,2025-08-27 00:00:00,nasi box ayam,1,15000,15000,Instagram,Andi Wicaksono,086226838851,
ORD101931,2025-07-14 00:00:00,Salad ayam,1,40000,40000,Instagram,Andi Wicaksono,086226838851,
ORD101775,2025-08-18 00:00:00,nasi box ayam,3,60000,20000,Instagram,Sari Budiyanto,083171210032,
ORD102293,2025-06-10 00:00:00,Soup sayur,1,20000,20000,Instagram,Sari Saputra,083536541951,
ORD100603,2025-08-07 00:00:00,Nasi Box Ayam,3,90000,30000,WhatsApp,Andi Wicaksono,085626368970,
ORD100985,2025-09-21 00:00:00,NasiBoxAyam,1,30000,30000,WhatsApp,Hadi Saputra,082266093796,
ORD102341,2025-08-09 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Kiki Kusuma,089706296201,catatan: pesan khusus
ORD100905,2025-06-27 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Citra Permana,086111554262,
ORD100525,2025-06-12 00:00:00,Nasi box vegan,3,90000,30000,WhatsApp,Kiki Saputra,081648408588,
ORD101193,2025-06-11 00:00:00,SALAD AYAM,1,15000,15000,Instagram,Fajar Budiyanto,083268424508,
ORD101762,2025-04-27 00:00:00,NasiBoxAyam,2,60000,30000,Instagram,Putu Budiyanto,080913431611,
ORD100544,2025-07-27 00:00:00,Soup Sayur,1,25000,25000,WhatsApp,Hadi Kusuma,083769042681,
ORD100535,2025-07-29 00:00:00,nasi box ayam,1,20000,20000,Instagram,Joko Kusuma,083296685161,
ORD102395,2025-05-10 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Fajar Wijaya,082281606484,
ORD101828,2025-06-30 00:00:00,SALAD AYAM,1,25000,25000,WhatsApp,Joko Wijaya,083836702410,
ORD102242,2025-08-21 00:00:00,NasiBoxAyam,2,70000,35000,Instagram,Uli Kusuma,089650477358,
ORD102343,2025-05-31 00:00:00,Nasi Box Ayam,1,30000,30000,Instagram,Tono Wicaksono,088819148580,
ORD101595,2025-08-17 00:00:00,Salad Ayam,4,120000,30000,Instagram,Andi Putri,084455022961,
ORD101224,2025-09-19 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Sari Pratama,086218501631,
ORD100672,2025-06-22 00:00:00,Salad Ayam,3,90000,30000,WhatsApp,Maya Permana,086887258874,
ORD100761,2025-05-11 00:00:00,snack box,1,15000,15000,Instagram,Tono Permana,088011848955,
ORD100377,2025-08-08 00:00:00,Salad ayam,2,60000,30000,Instagram,Hadi Budiyanto,080003075622,
ORD102377,,Nasi box ayam,2,60000,30000,WhatsApp,Maya Permana,086887258874,
ORD101540,2025-08-24 00:00:00,Snack box,1,15000,15000,Instagram,Tono Santoso,082294131869,
ORD100743,2025-07-02 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Dewi Budiyanto,084498926659,
ORD101067,2025-09-23 00:00:00,Salad Ayam,1,40000,40000,WhatsApp,Hadi Pratama,082904228421,
ORD100653,2025-06-29 00:00:00,Nasi box ayam,2,70000,35000,Instagram,Sari Harto,080862118233,
ORD101809,2025-04-26 00:00:00,SoupSayur,1,20000,20000,Instagram,Andi Permana,083173936385,
ORD101842,2025-08-20 00:00:00,Snack box,1,15000,15000,Instagram,Fajar Wicaksono,088742967175,
ORD100867,2025-04-23 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Uli Kusuma,085866934654,
ORD101507,2025-05-10 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Andi Wicaksono,082368876767,
ORD100847,2025-07-30 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Maya Kusuma,081463031617,
ORD101091,,Snack box,2,40000,20000,Instagram,Maya Budiyanto,089421044789,
ORD101265,,SALAD AYAM,1,20000,20000,Instagram,Fajar Wicaksono,088681447394,
ORD100679,2025-07-05 00:00:00,soup sayur,1,20000,20000,WhatsApp,Tono Kusuma,080162720465,
ORD100138,2025-07-11 00:00:00,Nasi box vegan,1,25000,25000,WhatsApp,Hadi Saputra,082266093796,
ORD100325,2025-08-30 00:00:00,SoupSayur,1,20000,20000,WhatsApp,Eka Santoso,085061497310,
ORD102038,2025-06-01 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Sari Budiyanto,084506159399,
ORD100553,2025-09-07 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Ika Pratama,083017426841,
ORD101039,2025-09-09 00:00:00,SoupSayur,1,20000,20000,WhatsApp,Putu Wicaksono,088507925241,
ORD101182,2025-08-03 00:00:00,Nasi Box Vegan,1,30000,30000,Instagram,Fajar Wicaksono,086365564729,
ORD101574,2025-06-21 00:00:00,Snack Box,1,25000,25000,Instagram,Andi Wijaya,084294019655,
ORD102379,2025-04-27 00:00:00,Nasi Box Vegan,3,90000,30000,WhatsApp,Kiki Kusuma,089706296201,
ORD102066,2025-08-27 00:00:00,Nasi box vegan,1,30000,30000,Instagram,Laras Permana,080515220472,
ORD101685,2025-08-22 00:00:00,Soup sayur,2,50000,25000,Instagram,Joko Budiyanto,082366299468,
ORD102329,2025-06-07 00:00:00,Snack Box,1,25000,25000,Instagram,Hadi Budiyanto,080003075622,
ORD101278,2025-06-06 00:00:00,snack box,1,20000,20000,Instagram,Uli Kusuma,085866934654,
ORD101083,2025-05-01 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Nina Pratama,089401399049,
ORD102327,2025-06-12 00:00:00,Salad ayam,1,35000,35000,WhatsApp,Laras Santoso,085830033542,ulang order
ORD101611,2025-04-25 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Maya Permana,084351751830,
ORD101520,2025-07-03 00:00:00,Snack box,1,15000,15000,WhatsApp,Budi Putri,081355690927,
ORD100327,2025-07-15 00:00:00,Snack box,3,45000,15000,Instagram,Citra Wicaksono,080462265676,
ORD101433,2025-06-12 00:00:00,SoupSayur,1,20000,20000,WhatsApp,Kiki Wijaya,086091779827,
ORD100099,2025-04-14 00:00:00,NasiBoxAyam,5,125000,25000,WhatsApp,Laras Wijaya,082694486959,
ORD100328,2025-08-28 00:00:00,Soup Sayur,1,25000,25000,WhatsApp,Andi Kusuma,088215064890,
ORD101780,,Nasi box vegan,3,105000,35000,WhatsApp,Gita Putri,087877470168,
ORD101202,,Nasi box vegan,1,30000,30000,WhatsApp,Andi Wicaksono,085626368970,
ORD100595,2025-09-23 00:00:00,Salad ayam,2,70000,35000,Instagram,Eka Saputra,085511047541,
ORD100590,2025-09-21 00:00:00,snack box,1,20000,20000,WhatsApp,Ika Pratama,083038567700,
ORD100999,2025-06-08 00:00:00,Nasi box ayam,2,50000,25000,WhatsApp,Fajar Wicaksono,088681447394,
ORD100824,2025-07-04 00:00:00,Nasi Box Ayam,2,50000,25000,Instagram,Budi Kusuma,087289623091,
ORD101417,2025-04-19 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Putu Wicaksono,088507925241,
ORD102144,2025-08-29 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Tono Permana,081438663227,
ORD101163,2025-07-16 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Uli Santoso,088075957947,
ORD100808,2025-04-22 00:00:00,Soup sayur,2,50000,25000,Instagram,Eka Santoso,085395024026,
ORD100727,2025-05-20 00:00:00,snack box,1,25000,25000,Instagram,Kiki Saputra,081648408588,
ORD101284,2025-07-29 00:00:00,Salad ayam,1,30000,30000,Instagram,Maya Saputra,085061809190,
ORD101504,2025-04-04 00:00:00,snack box,1,15000,15000,WhatsApp,Rina Wijaya,086453521818,
ORD101930,2025-09-16 00:00:00,Snack Box,1,15000,15000,Instagram,Laras Putri,088098851656,
ORD101541,2025-04-30 00:00:00,snack box,1,20000,20000,Instagram,Budi Budiyanto,082148628902,
ORD102165,2025-05-23 00:00:00,Nasi Box Ayam,2,60000,30000,WhatsApp,Tono Santoso,082294131869,
ORD101077,2025-08-27 00:00:00,Nasi box vegan,1,30000,30000,WhatsApp,Gita Wicaksono,086724238849,
ORD102483,2025-04-12 00:00:00,Soup sayur,2,40000,20000,Instagram,Tono Wicaksono,088819148580,
ORD100182,2025-04-05 00:00:00,NasiBoxAyam,2,50000,25000,Instagram,Sari Putri,085135346554,
ORD100374,2025-05-08 00:00:00,Salad ayam,1,30000,30000,Instagram,Laras Putri,082885158799,
ORD100855,2025-07-08 00:00:00,Soup Sayur,1,25000,25000,Instagram,Nina Kusuma,081251778528,
ORD102334,2025-04-11 00:00:00,Salad Ayam,4,160000,40000,WhatsApp,Ika Budiyanto,083503056413,
ORD101489,2025-08-02 00:00:00,Soup sayur,1,25000,25000,WhatsApp,Tono Kusuma,087278755886,
ORD100578,2025-09-02 00:00:00,Nasi box vegan,2,50000,25000,WhatsApp,Rina Wijaya,086453521818,
ORD101592,2025-07-26 00:00:00,SALAD AYAM,3,45000,15000,Instagram,Hadi Saputra,089003432445,
ORD101051,2025-07-26 00:00:00,snack box,1,15000,15000,Instagram,Dewi Wijaya,085447962757,
ORD100789,2025-04-29 00:00:00,nasi box ayam,1,20000,20000,WhatsApp,Ika Permana,088889937567,
ORD101641,2025-04-29 00:00:00,Snack Box,1,15000,15000,Instagram,Ochi Harto,086886239240,
ORD100941,2025-09-14 00:00:00,Nasi box ayam,1,35000,35000,Instagram,Nina Pratama,088760366909,
ORD100172,2025-05-01 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Laras Kusuma,083327279568,
ORD101625,2025-07-14 00:00:00,Salad ayam,1,30000,30000,Instagram,Ika Permana,089735989334,
ORD100330,2025-05-20 00:00:00,Nasi Box Vegan,5,125000,25000,Instagram,Rina Saputra,087749649909,
ORD100951,2025-04-10 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Ika Pratama,082577754781,
ORD100487,2025-04-06 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Sari Budiyanto,084506159399,catatan: pesan khusus
ORD100796,2025-07-26 00:00:00,Salad ayam,2,60000,30000,WhatsApp,Fajar Santoso,084556110022,
ORD102081,2025-06-25 00:00:00,snack box,4,80000,20000,Instagram,Laras Wijaya,082694486959,
ORD101369,2025-06-26 00:00:00,snack box,1,20000,20000,WhatsApp,Ochi Harto,087407482175,
ORD102309,2025-09-06 00:00:00,Snack Box,5,75000,15000,Instagram,Fajar Wijaya,087525007432,
ORD100593,2025-09-13 00:00:00,Salad ayam,1,40000,40000,Instagram,Tono Saputra,085328710122,
ORD100469,2025-08-16 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Fajar Pratama,082866929662,catatan: pesan khusus
ORD102386,2025-04-02 00:00:00,snack box,2,40000,20000,WhatsApp,Maya Pratama,089916247314,
ORD101524,2025-06-24 00:00:00,Nasi box ayam,1,30000,30000,WhatsApp,Budi Putri,082901476797,
ORD102414,2025-04-19 00:00:00,SALAD AYAM,1,15000,15000,WhatsApp,Kiki Harto,085168087603,
ORD101399,2025-08-23 00:00:00,Soup sayur,1,25000,25000,Instagram,Eka Harto,082786801128,
ORD100321,2025-07-31 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Joko Wijaya,081739348356,
ORD102068,2025-09-21 00:00:00,SALAD AYAM,1,15000,15000,Instagram,Joko Santoso,086409097439,
ORD101893,2025-06-06 00:00:00,snack box,1,20000,20000,Instagram,Budi Kusuma,087289623091,
ORD101420,2025-08-09 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Andi Wicaksono,084466609935,catatan: pesan khusus
